Hogar,Sector,Zona,Comuna,DirCoordX,DirCoordY,Fecha,DiaAsig,TipoDia,Temporada,NumPer,NumVeh,NumBicAdulto,NumBicNino,Propiedad,MontoDiv,ImputadoDiv,MontoArr,ImputadoArr,IngresoHogar,Factor
165321,5,340,LO ESPEJO,342451.481551797,6289192.05433787,2013-02-06 00:00:00.000000,miércoles,1,2,4,0,0,0,1,NA,0,100000,0,612871,148.739517211914
165332,5,342,LO ESPEJO,343038.446884562,6290621.95281508,2013-08-06 00:00:00.000000,martes,1,1,5,1,0,0,1,NA,0,90000,0,1290000,148.880813598633
165342,5,345,LO ESPEJO,342753.103466,6289205.99087,2013-08-19 00:00:00.000000,lunes,1,1,3,0,1,0,1,NA,0,80000,0,630000,161.799880981445
165352,5,345,LO ESPEJO,342753.103466,6289205.99087,2013-08-19 00:00:00.000000,lunes,1,1,5,0,1,1,1,NA,0,80000,0,420471,80.6851577758789
165361,2,454,PEDRO AGUIRRE CERDA,344511,6290609,2012-10-04 00:00:00.000000,jueves,1,1,2,0,1,0,1,NA,0,80000,0,300000,102.739356994629
165370,5,338,LO ESPEJO,343927.036742223,6290028.46197003,2012-11-14 00:00:00.000000,miércoles,1,1,5,0,1,0,1,NA,0,90000,0,962220,62.3572959899902
165381,5,338,LO ESPEJO,343950.872762922,6290088.5073925,2012-11-14 00:00:00.000000,miércoles,1,1,5,0,0,0,1,NA,0,80000,0,532502,62.3572959899902
165391,5,338,LO ESPEJO,344019.299172306,6290065.07484773,2012-11-14 00:00:00.000000,miércoles,1,1,5,0,0,0,1,NA,0,90000,0,1036175,62.3572959899902
165401,5,338,LO ESPEJO,344053.481519596,6290011.46948878,2012-11-14 00:00:00.000000,miércoles,1,1,3,0,0,0,1,NA,0,80000,0,791991,125.046699523926
165411,5,346,LO ESPEJO,342151,6290243,2012-10-06 00:00:00.000000,sábado,2,1,2,0,0,0,1,NA,0,100000,0,278000,110.360931396484
165421,5,341,LO ESPEJO,341950.632701105,6289347.13239165,2012-10-10 00:00:00.000000,miércoles,1,1,5,0,0,0,1,NA,0,70000,0,350000,86.2494277954102
165422,5,341,LO ESPEJO,342036,6289490,2012-10-12 00:00:00.000000,viernes,1,1,4,0,0,0,1,NA,0,70000,0,720000,87.7225723266602
165431,5,341,LO ESPEJO,341962.490712821,6289405.78103638,2012-10-10 00:00:00.000000,miércoles,1,1,3,0,0,0,1,NA,0,70000,0,418000,172.958282470703
165441,5,341,LO ESPEJO,341962,6289406,2012-10-10 00:00:00.000000,miércoles,1,1,1,0,0,0,1,NA,0,70000,0,110000,225.406158447266
165461,5,339,LO ESPEJO,344079.066339454,6289519.69463496,2013-04-08 00:00:00.000000,lunes,1,1,6,1,0,1,1,NA,0,80000,0,310000,196.48258972168
165470,5,339,LO ESPEJO,344076.412399553,6289517.21149397,2013-04-08 00:00:00.000000,lunes,1,1,5,0,1,0,1,NA,0,80000,0,745837,77.3138198852539
165480,5,339,LO ESPEJO,344079.066339454,6289519.69463496,2013-04-06 00:00:00.000000,sábado,2,1,1,0,0,0,1,NA,0,90000,0,180000,202.053726196289
165491,2,452,PEDRO AGUIRRE CERDA,342628.414936,6291517.46903,2013-06-22 00:00:00.000000,sábado,2,1,2,0,0,0,1,NA,0,120000,0,400000,90.6566390991211
165500,2,452,PEDRO AGUIRRE CERDA,342627.128831418,6291543.23312977,2012-08-05 00:00:00.000000,domingo,2,1,3,0,1,0,1,NA,0,200000,0,500000,74.3397064208984
165511,5,339,LO ESPEJO,343428.665803219,6289814.74018384,2012-11-14 00:00:00.000000,miércoles,1,1,3,0,0,0,1,NA,0,100000,0,558000,155.039459228516
165521,5,339,LO ESPEJO,343386.734746,6289784.40293,2012-11-14 00:00:00.000000,miércoles,1,1,2,0,0,0,1,NA,0,100000,0,384681,94.0089645385742
165531,5,342,LO ESPEJO,343214.254488934,6290552.38594738,2013-10-01 00:00:00.000000,martes,1,1,3,0,1,1,1,NA,0,140000,0,203425,208.436767578125
165541,5,341,LO ESPEJO,342119.063759705,6289235.69259692,2012-10-12 00:00:00.000000,viernes,1,1,2,0,0,0,1,NA,0,100000,0,90000,104.874008178711
165551,5,345,LO ESPEJO,343030.087741374,6289306.85868193,2012-11-14 00:00:00.000000,miércoles,1,1,3,0,0,0,1,NA,0,100000,0,976000,161.799880981445
165560,5,341,LO ESPEJO,342116.005969168,6288946.6512224,2013-01-17 00:00:00.000000,jueves,1,2,4,1,0,0,1,NA,0,107712,1,742303,125.649360656738
165572,5,347,LO ESPEJO,342920.440606,6290248.56229,2013-08-06 00:00:00.000000,martes,1,1,3,0,0,0,1,NA,0,80000,0,380000,287.322357177734
165581,2,452,PEDRO AGUIRRE CERDA,342572.395177105,6291509.34579499,2012-08-03 00:00:00.000000,viernes,1,1,1,0,0,0,1,NA,0,120000,0,300000,99.4147415161133
165591,5,338,LO ESPEJO,343963.313565978,6290511.85994882,2013-04-09 00:00:00.000000,martes,1,1,2,0,0,0,1,NA,0,100000,0,150000,75.8227615356445
165601,2,454,PEDRO AGUIRRE CERDA,344672.34,6290814.09,2012-10-21 00:00:00.000000,domingo,2,1,3,0,1,0,1,NA,0,70000,0,575000,84.2477416992188
165611,2,454,PEDRO AGUIRRE CERDA,344739.361060208,6290865.79774431,2012-10-21 00:00:00.000000,domingo,2,1,2,0,0,1,1,NA,0,80000,0,250000,102.739356994629
165621,2,454,PEDRO AGUIRRE CERDA,344614.8447342,6290452.1165826,2013-02-05 00:00:00.000000,martes,1,2,2,0,0,0,1,NA,0,100000,0,576952,102.739356994629
165631,5,339,LO ESPEJO,343411.41191699,6289740.79212915,2012-10-11 00:00:00.000000,jueves,1,1,6,0,1,0,7,NA,0,200000,0,598300,137.174789428711
165641,5,337,LO ESPEJO,342988.764347212,6291145.0073477,2012-10-06 00:00:00.000000,sábado,2,1,2,0,0,0,1,NA,0,100000,0,250000,127.034362792969
165650,5,346,LO ESPEJO,342037.332313802,6289767.90716641,2013-01-15 00:00:00.000000,martes,1,2,6,1,1,2,1,NA,0,105394,1,417583,230.658950805664
165661,2,124,ESTACION CENTRAL,342693.623364202,6296944.96721476,2012-10-06 00:00:00.000000,sábado,2,1,1,0,0,0,1,NA,0,100000,0,75000,111.70036315918
165671,5,337,LO ESPEJO,342729.611945,6290609.53901,2012-10-06 00:00:00.000000,sábado,2,1,4,1,0,0,1,NA,0,150000,0,677103,152.199722290039
165681,5,341,LO ESPEJO,342227.281959761,6289279.68218705,2013-04-23 00:00:00.000000,martes,1,1,1,0,0,0,5,NA,0,80000,0,220000,225.406158447266
165691,5,341,LO ESPEJO,342228.217979041,6289279.25384698,2013-04-23 00:00:00.000000,martes,1,1,4,0,0,0,1,NA,0,80000,0,480000,87.7225723266602
165701,5,339,LO ESPEJO,344032.317225,6289771.04206,2013-05-11 00:00:00.000000,sábado,2,1,7,0,1,1,5,NA,0,100000,0,520000,135.550552368164
165711,5,339,LO ESPEJO,344037.028637698,6289775.0109417,2013-05-11 00:00:00.000000,sábado,2,1,4,0,0,1,1,NA,0,100000,0,700000,78.6344833374023
165721,5,339,LO ESPEJO,344056.87335,6289787.88097,2013-05-11 00:00:00.000000,sábado,2,1,4,1,1,0,1,NA,0,100000,0,500000,112.632026672363
165731,5,339,LO ESPEJO,344037.028637698,6289775.0109417,2013-05-11 00:00:00.000000,sábado,2,1,4,0,1,1,1,NA,0,100000,0,250000,78.6344833374023
165740,5,339,LO ESPEJO,344037.028637698,6289775.0109417,2013-05-11 00:00:00.000000,sábado,2,1,4,0,0,0,1,NA,0,100000,0,842008,78.6344833374023
165752,5,346,LO ESPEJO,342371.809821787,6290132.79141384,2013-08-21 00:00:00.000000,miércoles,1,1,2,0,0,0,1,NA,0,80000,0,350000,110.360931396484
165760,5,339,LO ESPEJO,344053.99733762,6289454.23477698,2013-01-25 00:00:00.000000,viernes,1,2,4,1,2,0,1,NA,0,120000,0,782257,112.632026672363
165772,5,347,LO ESPEJO,343161.854816,6290211.6578400005,2013-08-06 00:00:00.000000,martes,1,1,4,1,0,0,1,NA,0,70000,0,350000,208.731994628906
165781,5,340,LO ESPEJO,342591,6288952,2012-10-21 00:00:00.000000,domingo,2,1,4,0,2,2,1,NA,0,100000,0,200498,148.739517211914
165791,5,346,LO ESPEJO,342371.86550093,6290592.54580465,2013-02-06 00:00:00.000000,miércoles,1,2,5,0,1,1,1,NA,0,90000,0,850000,90.7619094848633
165802,5,338,LO ESPEJO,343932.310412219,6290160.19411778,2013-08-21 00:00:00.000000,miércoles,1,1,4,0,0,0,1,NA,0,100000,0,600000,63.4223976135254
165811,5,177,LA CISTERNA,345296.642993695,6290547.28733886,2012-10-09 00:00:00.000000,martes,1,1,3,0,0,0,1,NA,0,70000,0,368000,125.309844970703
165820,5,341,LO ESPEJO,341789.501534318,6288673.87993254,2013-01-11 00:00:00.000000,viernes,1,2,2,1,0,0,1,NA,0,112451,1,305625,150.216293334961
165831,5,342,LO ESPEJO,343144.821847599,6290896.54226523,2013-05-11 00:00:00.000000,sábado,2,1,6,1,1,1,1,NA,0,80000,0,270000,264.153289794922
165841,5,342,LO ESPEJO,343145.843643976,6290896.55889733,2013-05-11 00:00:00.000000,sábado,2,1,4,0,0,0,1,NA,0,80000,0,580000,105.716934204102
165851,5,342,LO ESPEJO,343083.559599274,6290921.27775845,2013-05-11 00:00:00.000000,sábado,2,1,3,0,1,0,1,NA,0,70000,0,290000,208.436767578125
165861,5,345,LO ESPEJO,343004.264676,6289141.09288,2013-03-17 00:00:00.000000,domingo,2,1,2,1,1,0,1,NA,0,80000,0,1149504,140.525299072266
165871,5,345,LO ESPEJO,343111.675006247,6289434.55128786,2013-03-20 00:00:00.000000,miércoles,1,1,2,0,0,0,1,NA,0,80000,0,504011,98.1082305908203
165881,5,345,LO ESPEJO,343118.257355375,6289441.09173766,2013-03-20 00:00:00.000000,miércoles,1,1,2,0,0,0,1,NA,0,80000,0,380000,98.1082305908203
165891,5,345,LO ESPEJO,343027.836747,6289345.43649,2013-03-20 00:00:00.000000,miércoles,1,1,4,0,0,0,1,NA,0,80000,0,580000,82.0633697509766
165901,5,347,LO ESPEJO,343009.690079,6290173.89978,2013-03-17 00:00:00.000000,domingo,2,1,2,0,0,0,1,NA,0,90000,0,174604,174.219512939453
165910,5,341,LO ESPEJO,342311.628306778,6288902.89013616,2013-01-17 00:00:00.000000,jueves,1,2,2,0,0,0,1,NA,0,93674,1,366773,104.874008178711
165920,2,452,PEDRO AGUIRRE CERDA,342913.414493804,6291537.98059661,2013-01-30 00:00:00.000000,miércoles,1,2,1,0,1,0,1,NA,0,103810,1,285797,99.4147415161133
165931,5,338,LO ESPEJO,343685.084732,6290674.23682,2012-08-21 00:00:00.000000,martes,1,1,5,1,0,0,5,NA,0,120000,0,501000,89.3175582885742
165941,5,340,LO ESPEJO,342450.481318262,6288129.56339557,2012-10-21 00:00:00.000000,domingo,2,1,6,1,0,0,1,NA,0,90000,0,800000,371.653503417969
165950,2,454,PEDRO AGUIRRE CERDA,344036.364354,6290706.97684,2012-10-04 00:00:00.000000,jueves,1,1,1,0,0,0,1,NA,0,130000,0,150000,112.664855957031
165961,5,339,LO ESPEJO,343499.164656424,6289886.30008797,2013-04-06 00:00:00.000000,sábado,2,1,1,0,0,0,1,NA,0,80000,0,100000,202.053726196289
165971,5,346,LO ESPEJO,342206.244581778,6290620.29952977,2012-10-21 00:00:00.000000,domingo,2,1,6,1,2,1,1,NA,0,100000,0,470115,230.658950805664
165982,5,346,LO ESPEJO,342100.655489913,6289795.59599771,2013-08-09 00:00:00.000000,viernes,1,1,7,0,1,1,1,NA,0,80000,0,1190000,159.12858581543
165992,5,346,LO ESPEJO,342339.565103337,6289661.97059618,2013-08-09 00:00:00.000000,viernes,1,1,4,0,0,0,1,NA,0,80000,0,700000,92.312141418457
166001,5,346,LO ESPEJO,342323,6289668,2012-11-26 00:00:00.000000,lunes,1,1,4,1,0,0,1,NA,0,70000,0,423427,132.223220825195
166002,5,346,LO ESPEJO,342433.668585215,6289702.22084894,2013-09-09 00:00:00.000000,lunes,1,1,3,0,0,0,1,NA,0,70000,0,330000,182.00715637207
166011,5,346,LO ESPEJO,342300.282094894,6289683.73302925,2012-11-26 00:00:00.000000,lunes,1,1,3,0,1,0,3,NA,0,80000,0,280000,182.00715637207
166012,5,346,LO ESPEJO,342433.668585215,6289702.22084894,2013-08-09 00:00:00.000000,viernes,1,1,4,1,1,0,1,NA,0,80000,0,780000,132.223220825195
166021,5,337,LO ESPEJO,342786.895046229,6291028.58026337,2013-01-30 00:00:00.000000,miércoles,1,2,2,0,2,0,1,NA,0,100000,0,505418,127.034362792969
166031,5,337,LO ESPEJO,342887.244915729,6291068.48342052,2013-01-30 00:00:00.000000,miércoles,1,2,3,0,0,0,1,NA,0,120000,0,340521,209.505020141602
166040,2,454,PEDRO AGUIRRE CERDA,344547,6290418,2013-08-21 00:00:00.000000,miércoles,1,1,4,1,1,1,1,NA,0,120000,0,1595790,218.206359863281
166050,5,337,LO ESPEJO,342812.07,6291091.55,2012-10-04 00:00:00.000000,jueves,1,1,12,0,1,1,1,NA,0,150000,0,610000,183.169692993164
166061,5,342,LO ESPEJO,343401,6290886,2013-06-09 00:00:00.000000,domingo,2,1,2,0,1,0,1,NA,0,80000,0,310000,126.386611938477
166071,5,342,LO ESPEJO,343401,6290886,2012-10-04 00:00:00.000000,jueves,1,1,4,0,1,0,5,NA,0,80000,0,640000,105.716934204102
166081,5,346,LO ESPEJO,342438,6290154,2012-10-09 00:00:00.000000,martes,1,1,5,0,0,1,7,NA,0,70000,0,200000,90.7619094848633
166091,2,453,PEDRO AGUIRRE CERDA,343121.224392701,6291327.45915011,2012-11-14 00:00:00.000000,miércoles,1,1,4,0,2,0,1,NA,0,70000,0,550000,69.7818450927734
166100,5,346,LO ESPEJO,341978.479533279,6289985.27192392,2013-01-18 00:00:00.000000,viernes,1,2,3,1,0,1,1,NA,0,108645,1,66708,260.697937011719
166111,5,338,LO ESPEJO,343560.594050266,6290638.57546268,2012-10-30 00:00:00.000000,martes,1,1,4,0,2,0,1,NA,0,108286,1,260725,63.4223976135254
166120,5,338,LO ESPEJO,344435.665873669,6290003.26281846,2012-10-21 00:00:00.000000,domingo,2,1,4,0,0,0,4,NA,0,83528,1,129967,63.4223976135254
166131,5,337,LO ESPEJO,342705.080410554,6290809.51356467,2012-10-05 00:00:00.000000,viernes,1,1,4,0,0,1,5,NA,0,110000,0,250000,106.258926391602
166140,5,337,LO ESPEJO,342424,6290936,2012-10-05 00:00:00.000000,viernes,1,1,4,0,1,0,1,NA,0,100000,0,498000,106.258926391602
166150,5,345,LO ESPEJO,342784.730869573,6289444.60145174,2013-01-16 00:00:00.000000,miércoles,1,2,3,1,1,1,1,NA,0,120000,0,489717,231.754486083984
166162,2,453,PEDRO AGUIRRE CERDA,343255.974367,6291335.00552,2012-10-11 00:00:00.000000,jueves,1,1,2,0,0,0,1,NA,0,80000,0,178000,70.4359664916992
166171,5,341,LO ESPEJO,342183.569927108,6288846.16225139,2012-10-11 00:00:00.000000,jueves,1,1,3,0,0,0,1,NA,0,87035,1,70000,172.958282470703
166182,5,341,LO ESPEJO,341980.597311,6289324.6414,2012-10-21 00:00:00.000000,domingo,2,1,1,0,0,0,1,NA,0,100000,0,120000,225.406158447266
166191,5,339,LO ESPEJO,343475.118071485,6290136.91566141,2013-04-09 00:00:00.000000,martes,1,1,5,0,0,1,1,NA,0,80000,0,590000,77.3138198852539
166201,5,339,LO ESPEJO,343750,6289425,2012-10-21 00:00:00.000000,domingo,2,1,1,0,1,0,1,NA,0,150000,0,300000,202.053726196289
166210,5,341,LO ESPEJO,341985.55518941203,6289424.33043404,2013-01-26 00:00:00.000000,sábado,2,2,7,0,1,1,1,NA,0,103137,1,1175774,151.216934204102
166220,5,338,LO ESPEJO,344464,6290349,2012-10-04 00:00:00.000000,jueves,1,1,2,0,0,0,1,NA,0,150000,0,550000,75.8227615356445
166230,5,346,LO ESPEJO,342370.990595555,6290386.04946659,2012-08-23 00:00:00.000000,jueves,1,1,5,0,1,0,1,NA,0,100000,0,444240,90.7619094848633
166240,5,346,LO ESPEJO,342390.75879,6289870.30372,2013-01-15 00:00:00.000000,martes,1,2,8,0,2,1,1,NA,0,65964,1,290404,159.12858581543
166251,5,346,LO ESPEJO,342443.885832351,6289872.75826539,2012-10-10 00:00:00.000000,miércoles,1,1,3,0,0,0,1,NA,0,100000,0,431961,182.00715637207
166261,5,347,LO ESPEJO,342638,6289809,2012-10-11 00:00:00.000000,jueves,1,1,2,0,1,0,1,NA,0,80000,0,150000,174.219512939453
166271,2,452,PEDRO AGUIRRE CERDA,342533.497311423,6291459.61904423,2012-08-26 00:00:00.000000,domingo,2,1,1,0,0,0,1,NA,0,150000,0,129000,99.4147415161133
166281,5,339,LO ESPEJO,343708.153259124,6290063.41690502,2012-10-21 00:00:00.000000,domingo,2,1,2,0,0,0,1,NA,0,84577,1,207822,94.0089645385742
166291,2,454,PEDRO AGUIRRE CERDA,344174.145987,6290777.483,2013-04-09 00:00:00.000000,martes,1,1,1,0,0,0,1,NA,0,100000,0,80000,112.664855957031
166301,5,345,LO ESPEJO,342626.680554888,6289443.276741,2012-10-09 00:00:00.000000,martes,1,1,1,0,0,0,1,NA,0,80000,0,98000,210.864318847656
166312,5,337,LO ESPEJO,342814.862966002,6290709.59338391,2013-08-06 00:00:00.000000,martes,1,1,3,0,0,0,1,NA,0,80000,0,540000,209.505020141602
166321,5,337,LO ESPEJO,342968.298676,6291214.00964,2012-10-05 00:00:00.000000,viernes,1,1,4,0,0,1,3,NA,0,120000,0,230788,106.258926391602
166331,2,454,PEDRO AGUIRRE CERDA,343929.022916369,6290824.79713829,2012-08-21 00:00:00.000000,martes,1,1,5,0,1,0,1,NA,0,120000,0,300000,98.4607086181641
166341,5,339,LO ESPEJO,343758.589900802,6289750.70605266,2012-11-14 00:00:00.000000,miércoles,1,1,5,0,0,0,1,NA,0,90000,0,520000,77.3138198852539
166351,2,452,PEDRO AGUIRRE CERDA,342686.069979056,6291496.00608617,2012-10-05 00:00:00.000000,viernes,1,1,3,0,1,0,1,NA,0,150000,0,440000,74.3397064208984
166361,5,338,LO ESPEJO,344241.476108,6290327.41584,2012-10-04 00:00:00.000000,jueves,1,1,2,0,0,0,1,NA,0,100000,0,233348,75.8227615356445
166371,5,340,LO ESPEJO,342843.705463285,6288653.90874626,2012-10-21 00:00:00.000000,domingo,2,1,4,0,1,0,4,NA,0,90303,1,180000,148.739517211914
166381,5,341,LO ESPEJO,342252.596543254,6288915.46316032,2012-10-13 00:00:00.000000,sábado,2,1,2,0,1,0,7,NA,0,40000,0,980000,104.874008178711
166391,5,342,LO ESPEJO,343225,6291028,2012-10-09 00:00:00.000000,martes,1,1,6,0,0,2,1,NA,0,120000,0,860000,184.419464111328
166400,5,345,LO ESPEJO,342981.633671321,6289450.40087145,2012-12-11 00:00:00.000000,martes,1,1,3,0,0,0,1,NA,0,70000,0,159505,161.799880981445
166410,5,339,LO ESPEJO,343445.662046,6289646.90809,2013-01-25 00:00:00.000000,viernes,1,2,5,1,0,2,1,NA,0,123262,1,282202,110.740524291992
166420,5,347,LO ESPEJO,343072,6289984,2013-01-25 00:00:00.000000,viernes,1,2,2,0,1,0,1,NA,0,98983,1,432956,174.219512939453
166430,5,341,LO ESPEJO,342249.107941406,6289214.97506089,2013-01-15 00:00:00.000000,martes,1,2,2,0,0,0,1,NA,0,85594,1,92450,104.874008178711
166441,2,452,PEDRO AGUIRRE CERDA,342800.219044,6291502.31626,2012-10-05 00:00:00.000000,viernes,1,1,5,0,0,0,1,NA,0,120000,0,541000,86.8811187744141
166451,5,341,LO ESPEJO,342086.308280639,6289418.34913637,2013-02-06 00:00:00.000000,miércoles,1,2,5,0,2,0,1,NA,0,70000,0,640000,86.2494277954102
166461,5,341,LO ESPEJO,342078.805193116,6289443.20776149,2013-02-06 00:00:00.000000,miércoles,1,2,5,0,0,0,1,NA,0,70000,0,300000,86.2494277954102
166471,5,341,LO ESPEJO,342078,6289444,2013-02-06 00:00:00.000000,miércoles,1,2,4,0,0,0,1,NA,0,70000,0,550000,87.7225723266602
166481,5,341,LO ESPEJO,341981.909587776,6289516.93401103,2013-02-06 00:00:00.000000,miércoles,1,2,3,0,1,1,1,NA,0,60000,0,140000,172.958282470703
166491,5,339,LO ESPEJO,344118.20044,6289375.38778,2012-10-21 00:00:00.000000,domingo,2,1,6,0,0,0,3,NA,0,85000,0,18893,137.174789428711
166502,5,338,LO ESPEJO,343812.97708656,6290070.96832277,2013-05-11 00:00:00.000000,sábado,2,1,5,0,0,0,1,NA,0,110000,0,850000,62.3572959899902
166510,2,463,PEDRO AGUIRRE CERDA,343709.19,6291082.08,2013-02-05 00:00:00.000000,martes,1,2,5,0,1,0,1,NA,0,90000,0,572086,67.4272003173828
166520,5,346,LO ESPEJO,342261,6290516,2013-04-25 00:00:00.000000,jueves,1,1,3,0,2,0,1,NA,0,120000,0,161824,182.00715637207
166531,5,345,LO ESPEJO,342841.920274906,6289227.72815554,2013-03-20 00:00:00.000000,miércoles,1,1,5,0,1,1,1,NA,0,80000,0,632412,80.6851577758789
166542,5,341,LO ESPEJO,341864.336012901,6288518.97743003,2012-07-18 00:00:00.000000,miércoles,1,2,2,0,0,0,1,NA,0,150000,0,268996,104.874008178711
166551,5,342,LO ESPEJO,343067.300445621,6290767.17028634,2012-10-04 00:00:00.000000,jueves,1,1,5,0,0,0,7,NA,0,80000,0,190000,103.941635131836
166560,5,337,LO ESPEJO,342371.680011991,6291037.24051256,2012-10-04 00:00:00.000000,jueves,1,1,4,0,0,0,1,NA,0,100000,0,223264,106.258926391602
166571,5,337,LO ESPEJO,342724.051199596,6291030.54961832,2012-10-12 00:00:00.000000,viernes,1,1,2,0,0,0,3,NA,0,100000,0,232000,127.034362792969
166581,5,345,LO ESPEJO,342889.536939616,6289486.50021889,2013-03-20 00:00:00.000000,miércoles,1,1,5,0,1,0,1,NA,0,90000,0,644534,80.6851577758789
166593,2,453,PEDRO AGUIRRE CERDA,342946.558293681,6291387.65888267,2012-10-12 00:00:00.000000,viernes,1,1,3,1,0,0,1,NA,0,100000,0,1300000,123.822166442871
166601,5,342,LO ESPEJO,343387,6290838,2013-02-01 00:00:00.000000,viernes,1,2,3,0,0,0,1,NA,0,80000,0,360000,208.436767578125
166611,2,463,PEDRO AGUIRRE CERDA,343745,6290872,2012-10-04 00:00:00.000000,jueves,1,1,5,1,0,1,1,NA,0,120000,0,800000,144.549880981445
166622,5,337,LO ESPEJO,342794.180624219,6291060.42158549,2013-08-21 00:00:00.000000,miércoles,1,1,2,0,0,0,1,NA,0,120000,0,589000,127.034362792969
166632,5,345,LO ESPEJO,342697.604648,6289411.19616,2013-03-20 00:00:00.000000,miércoles,1,1,2,1,0,0,1,NA,0,100000,0,178137,140.525299072266
166641,5,341,LO ESPEJO,342152.331384789,6288762.76617557,2012-10-12 00:00:00.000000,viernes,1,1,2,0,0,0,7,NA,0,80000,0,425955,104.874008178711
166650,2,453,PEDRO AGUIRRE CERDA,343242,6291292,2012-08-03 00:00:00.000000,viernes,1,1,4,0,0,0,1,NA,0,80000,0,580000,69.7818450927734
166661,5,342,LO ESPEJO,342915.019444524,6290669.96529095,2013-02-01 00:00:00.000000,viernes,1,2,4,0,0,0,1,NA,0,80000,0,560508,105.716934204102
166671,2,454,PEDRO AGUIRRE CERDA,344415.217548703,6290874.54775672,2012-10-05 00:00:00.000000,viernes,1,1,4,0,1,0,1,NA,0,120000,0,372461,101.785209655762
166680,5,338,LO ESPEJO,343922.28891122,6290234.0191854,2012-08-10 00:00:00.000000,viernes,1,1,1,0,0,0,1,NA,0,120000,0,160000,162.966033935547
166690,5,338,LO ESPEJO,344047.826569394,6290623.14701856,2012-08-02 00:00:00.000000,jueves,1,1,2,0,0,0,1,NA,0,100000,0,150000,75.8227615356445
166703,5,340,LO ESPEJO,342400.688662583,6288424.90066225,2013-10-01 00:00:00.000000,martes,1,1,4,0,2,1,1,NA,0,180000,0,848218,148.739517211914
166711,5,337,LO ESPEJO,342685.932050851,6291077.51116027,2013-01-30 00:00:00.000000,miércoles,1,2,3,1,0,0,1,NA,0,80000,0,1003866,300.084411621094
166720,5,346,LO ESPEJO,342424.483590144,6290576.2162165,2013-01-30 00:00:00.000000,miércoles,1,2,5,0,0,0,1,NA,0,90000,0,360000,90.7619094848633
166732,5,339,LO ESPEJO,343530.426692,6289486.54736,2013-06-09 00:00:00.000000,domingo,2,1,5,0,1,0,1,NA,0,80000,0,580000,77.3138198852539
166740,5,339,LO ESPEJO,343542.167278375,6289416.31593323,2012-11-14 00:00:00.000000,miércoles,1,1,2,0,1,0,1,NA,0,60000,0,138733,94.0089645385742
166752,5,339,LO ESPEJO,343576.601798,6289437.01835,2012-11-21 00:00:00.000000,miércoles,1,1,3,0,2,0,1,NA,0,80000,0,322926,155.039459228516
166761,5,341,LO ESPEJO,341971.391226609,6289208.71392551,2012-10-12 00:00:00.000000,viernes,1,1,1,0,0,0,1,NA,0,100000,0,95202,225.406158447266
166771,5,339,LO ESPEJO,343471.67902,6289982.41371,2013-04-09 00:00:00.000000,martes,1,1,4,0,0,0,1,NA,0,70000,0,330000,78.6344833374023
166781,5,339,LO ESPEJO,343471.67902,6289982.41371,2013-04-09 00:00:00.000000,martes,1,1,4,1,0,0,1,NA,0,80000,0,380000,112.632026672363
166791,2,452,PEDRO AGUIRRE CERDA,342509.00983543,6291526.49469501,2012-10-06 00:00:00.000000,sábado,2,1,3,0,1,1,7,NA,0,80000,0,70000,74.3397064208984
166802,2,454,PEDRO AGUIRRE CERDA,344121.718755856,6290833.97576389,2013-04-23 00:00:00.000000,martes,1,1,3,1,1,1,3,NA,0,100000,0,750000,180.609527587891
166811,5,339,LO ESPEJO,343810.807769433,6289765.09259992,2012-10-11 00:00:00.000000,jueves,1,1,5,0,1,2,1,NA,0,150000,0,754057,77.3138198852539
166821,5,342,LO ESPEJO,343139.557871365,6291042.97863284,2013-01-30 00:00:00.000000,miércoles,1,2,4,0,0,0,3,NA,0,100000,0,766512,105.716934204102
166840,5,346,LO ESPEJO,341961,6290141,2012-07-17 00:00:00.000000,martes,1,2,5,0,0,0,1,NA,0,120000,0,1040720,90.7619094848633
166850,5,346,LO ESPEJO,342481.829898605,6290239.74124082,2013-01-15 00:00:00.000000,martes,1,2,4,0,0,0,1,NA,0,84735,1,296845,92.312141418457
166862,5,346,LO ESPEJO,341964.193513,6289861.25653,2013-08-19 00:00:00.000000,lunes,1,1,3,0,1,0,3,NA,0,60000,0,490000,182.00715637207
166871,5,339,LO ESPEJO,343537.200393,6290042.93742,2013-04-09 00:00:00.000000,martes,1,1,3,0,0,0,1,NA,0,80000,0,530000,155.039459228516
166882,2,453,PEDRO AGUIRRE CERDA,343487.702096,6291208.05276,2013-02-27 00:00:00.000000,miércoles,1,2,3,0,2,0,1,NA,0,118185,1,469483,57.758487701416
166891,2,454,PEDRO AGUIRRE CERDA,344462.326455,6290500.71836,2012-10-04 00:00:00.000000,jueves,1,1,5,1,1,1,1,NA,0,150000,0,798000,211.079284667969
166901,5,337,LO ESPEJO,342932.151743557,6291097.16578826,2012-08-14 00:00:00.000000,martes,1,1,4,0,1,0,3,NA,0,130000,0,100000,106.258926391602
166912,5,345,LO ESPEJO,342685.717278412,6289463.31908173,2013-08-19 00:00:00.000000,lunes,1,1,3,0,0,0,1,NA,0,90000,0,780000,161.799880981445
166920,5,341,LO ESPEJO,341967.265616,6289014.06338,2013-01-17 00:00:00.000000,jueves,1,2,5,0,1,0,1,NA,0,100000,0,149198,86.2494277954102
